EvidenceID,CaseID,EvidenceType,Description,CollectedBy,CollectionDate,Status,EvidenceNumber,LocationFound,StorageLocation,CollectedOfficerID,ForensicLab,ForensicReport,ChainOfCustody,Photograph,Remarks
EVD00076,KSP/DIS014/2026/00076,Digital Document,Key forensic evidence collected for Fake Documents by Kodagu Officer 1.,Kodagu Officer 1,2026-05-21,Verified & Cataloged,EV-2026-76,Kodagu Traffic PS Crime Scene,Central Station Locker,OFF206,FSL Kodagu,FSL-REPORT-76,Intact Chain of Custody,evidence_76.jpg,Indexed via AI OCR
EVD00077,KSP/DIS015/2026/00077,Physical Weapon,Key forensic evidence collected for Hit and Run by Dakshina Kannada (Mangaluru) Officer 2.,Dakshina Kannada (Mangaluru) Officer 2,2026-06-22,Verified & Cataloged,EV-2026-77,Dakshina Kannada (Mangaluru) Town PS Crime Scene,Central Station Locker,OFF222,FSL Dakshina Kannada (Mangaluru),FSL-REPORT-77,Intact Chain of Custody,evidence_77.jpg,Indexed via AI OCR
EVD00078,KSP/DIS016/2026/00078,Video Footage,Key forensic evidence collected for Road Accident by Udupi Officer 3.,Udupi Officer 3,2026-07-23,Verified & Cataloged,EV-2026-78,Udupi Central PS Crime Scene,Central Station Locker,OFF238,FSL Udupi,FSL-REPORT-78,Intact Chain of Custody,evidence_78.jpg,Indexed via AI OCR
EVD00079,KSP/DIS017/2026/00079,Digital Document,Key forensic evidence collected for Fire Incident by Uttara Kannada (Karwar) Officer 4.,Uttara Kannada (Karwar) Officer 4,2026-08-24,Verified & Cataloged,EV-2026-79,Uttara Kannada (Karwar) Cyber Crime PS Crime Scene,Central Station Locker,OFF254,FSL Uttara Kannada (Karwar),FSL-REPORT-79,Intact Chain of Custody,evidence_79.jpg,Indexed via AI OCR
EVD00080,KSP/DIS018/2026/00080,Physical Weapon,Key forensic evidence collected for Unknown Dead Body by Belagavi Officer 5.,Belagavi Officer 5,2026-09-25,Verified & Cataloged,EV-2026-80,Belagavi Traffic PS Crime Scene,Central Station Locker,OFF270,FSL Belagavi,FSL-REPORT-80,Intact Chain of Custody,evidence_80.jpg,Indexed via AI OCR
EVD00081,KSP/DIS019/2026/00081,Video Footage,Key forensic evidence collected for Suicide Investigation by Dharwad Officer 6.,Dharwad Officer 6,2026-10-26,Verified & Cataloged,EV-2026-81,Dharwad Town PS Crime Scene,Central Station Locker,OFF286,FSL Dharwad,FSL-REPORT-81,Intact Chain of Custody,evidence_81.jpg,Indexed via AI OCR
EVD00082,KSP/DIS020/2026/00082,Digital Document,Key forensic evidence collected for Property Disputes by Hubballi City Officer 7.,Hubballi City Officer 7,2026-11-27,Verified & Cataloged,EV-2026-82,Hubballi City Central PS Crime Scene,Central Station Locker,OFF302,FSL Hubballi City,FSL-REPORT-82,Intact Chain of Custody,evidence_82.jpg,Indexed via AI OCR
EVD00083,KSP/DIS021/2026/00083,Physical Weapon,Key forensic evidence collected for Public Disturbance by Gadag Officer 8.,Gadag Officer 8,2026-12-28,Verified & Cataloged,EV-2026-83,Gadag Cyber Crime PS Crime Scene,Central Station Locker,OFF318,FSL Gadag,FSL-REPORT-83,Intact Chain of Custody,evidence_83.jpg,Indexed via AI OCR
EVD00084,KSP/DIS022/2026/00084,Video Footage,Key forensic evidence collected for Synthetic Drugs (MDMA) by Haveri Officer 9.,Haveri Officer 9,2026-01-01,Verified & Cataloged,EV-2026-84,Haveri Traffic PS Crime Scene,Central Station Locker,OFF334,FSL Haveri,FSL-REPORT-84,Intact Chain of Custody,evidence_84.jpg,Indexed via AI OCR
EVD00085,KSP/DIS023/2026/00085,Digital Document,Key forensic evidence collected for Murder by Vijayapura Officer 10.,Vijayapura Officer 10,2026-02-02,Verified & Cataloged,EV-2026-85,Vijayapura Town PS Crime Scene,Central Station Locker,OFF350,FSL Vijayapura,FSL-REPORT-85,Intact Chain of Custody,evidence_85.jpg,Indexed via AI OCR
EVD00086,KSP/DIS024/2026/00086,Physical Weapon,Key forensic evidence collected for Attempt to Murder by Bagalkote Officer 11.,Bagalkote Officer 11,2026-03-03,Verified & Cataloged,EV-2026-86,Bagalkote Central PS Crime Scene,Central Station Locker,OFF366,FSL Bagalkote,FSL-REPORT-86,Intact Chain of Custody,evidence_86.jpg,Indexed via AI OCR
EVD00087,KSP/DIS025/2026/00087,Video Footage,Key forensic evidence collected for Assault & Grievous Hurt by Kalaburagi Officer 12.,Kalaburagi Officer 12,2026-04-04,Verified & Cataloged,EV-2026-87,Kalaburagi Cyber Crime PS Crime Scene,Central Station Locker,OFF382,FSL Kalaburagi,FSL-REPORT-87,Intact Chain of Custody,evidence_87.jpg,Indexed via AI OCR
EVD00088,KSP/DIS026/2026/00088,Digital Document,Key forensic evidence collected for Kidnapping by Bidar Officer 13.,Bidar Officer 13,2026-05-05,Verified & Cataloged,EV-2026-88,Bidar Traffic PS Crime Scene,Central Station Locker,OFF398,FSL Bidar,FSL-REPORT-88,Intact Chain of Custody,evidence_88.jpg,Indexed via AI OCR
EVD00089,KSP/DIS027/2026/00089,Physical Weapon,Key forensic evidence collected for Missing Person by Raichur Officer 14.,Raichur Officer 14,2026-06-06,Verified & Cataloged,EV-2026-89,Raichur Town PS Crime Scene,Central Station Locker,OFF414,FSL Raichur,FSL-REPORT-89,Intact Chain of Custody,evidence_89.jpg,Indexed via AI OCR
EVD00090,KSP/DIS028/2026/00090,Video Footage,Key forensic evidence collected for Theft by Koppal Officer 15.,Koppal Officer 15,2026-07-07,Verified & Cataloged,EV-2026-90,Koppal Central PS Crime Scene,Central Station Locker,OFF430,FSL Koppal,FSL-REPORT-90,Intact Chain of Custody,evidence_90.jpg,Indexed via AI OCR
EVD00091,KSP/DIS029/2026/00091,Digital Document,Key forensic evidence collected for Vehicle Theft by Yadgir Officer 1.,Yadgir Officer 1,2026-08-08,Verified & Cataloged,EV-2026-91,Yadgir Cyber Crime PS Crime Scene,Central Station Locker,OFF431,FSL Yadgir,FSL-REPORT-91,Intact Chain of Custody,evidence_91.jpg,Indexed via AI OCR
EVD00092,KSP/DIS030/2026/00092,Physical Weapon,Key forensic evidence collected for Burglary by Ballari Officer 2.,Ballari Officer 2,2026-09-09,Verified & Cataloged,EV-2026-92,Ballari Traffic PS Crime Scene,Central Station Locker,OFF447,FSL Ballari,FSL-REPORT-92,Intact Chain of Custody,evidence_92.jpg,Indexed via AI OCR
EVD00093,KSP/DIS031/2026/00093,Video Footage,Key forensic evidence collected for Robbery by Vijayanagara (Hospete) Officer 3.,Vijayanagara (Hospete) Officer 3,2026-10-10,Verified & Cataloged,EV-2026-93,Vijayanagara (Hospete) Town PS Crime Scene,Central Station Locker,OFF463,FSL Vijayanagara (Hospete),FSL-REPORT-93,Intact Chain of Custody,evidence_93.jpg,Indexed via AI OCR
EVD00094,KSP/DIS001/2026/00094,Digital Document,Key forensic evidence collected for Chain Snatching by Bengaluru Urban Officer 4.,Bengaluru Urban Officer 4,2026-11-11,Verified & Cataloged,EV-2026-94,Bengaluru Urban Traffic PS Crime Scene,Central Station Locker,OFF014,FSL Bengaluru Urban,FSL-REPORT-94,Intact Chain of Custody,evidence_94.jpg,Indexed via AI OCR
EVD00095,KSP/DIS002/2026/00095,Physical Weapon,Key forensic evidence collected for Cyber Crime by Bengaluru Rural Officer 5.,Bengaluru Rural Officer 5,2026-12-12,Verified & Cataloged,EV-2026-95,Bengaluru Rural Cyber Crime PS Crime Scene,Central Station Locker,OFF030,FSL Bengaluru Rural,FSL-REPORT-95,Intact Chain of Custody,evidence_95.jpg,Indexed via AI OCR
EVD00096,KSP/DIS003/2026/00096,Video Footage,Key forensic evidence collected for UPI Fraud by Ramanagara Officer 6.,Ramanagara Officer 6,2026-01-13,Verified & Cataloged,EV-2026-96,Ramanagara Traffic PS Crime Scene,Central Station Locker,OFF046,FSL Ramanagara,FSL-REPORT-96,Intact Chain of Custody,evidence_96.jpg,Indexed via AI OCR
EVD00097,KSP/DIS004/2026/00097,Digital Document,Key forensic evidence collected for Online Banking Fraud by Chikkaballapura Officer 7.,Chikkaballapura Officer 7,2026-02-14,Verified & Cataloged,EV-2026-97,Chikkaballapura Town PS Crime Scene,Central Station Locker,OFF062,FSL Chikkaballapura,FSL-REPORT-97,Intact Chain of Custody,evidence_97.jpg,Indexed via AI OCR
EVD00098,KSP/DIS005/2026/00098,Physical Weapon,Key forensic evidence collected for Identity Theft by Kolar Officer 8.,Kolar Officer 8,2026-03-15,Verified & Cataloged,EV-2026-98,Kolar Central PS Crime Scene,Central Station Locker,OFF078,FSL Kolar,FSL-REPORT-98,Intact Chain of Custody,evidence_98.jpg,Indexed via AI OCR
EVD00099,KSP/DIS006/2026/00099,Video Footage,Key forensic evidence collected for ATM Fraud by Tumakuru Officer 9.,Tumakuru Officer 9,2026-04-16,Verified & Cataloged,EV-2026-99,Tumakuru Cyber Crime PS Crime Scene,Central Station Locker,OFF094,FSL Tumakuru,FSL-REPORT-99,Intact Chain of Custody,evidence_99.jpg,Indexed via AI OCR
EVD00100,KSP/DIS007/2026/00100,Digital Document,Key forensic evidence collected for Rape by Shivamogga Officer 10.,Shivamogga Officer 10,2026-05-17,Verified & Cataloged,EV-2026-100,Shivamogga Traffic PS Crime Scene,Central Station Locker,OFF110,FSL Shivamogga,FSL-REPORT-100,Intact Chain of Custody,evidence_100.jpg,Indexed via AI OCR
EVD00101,KSP/DIS008/2026/00101,Physical Weapon,Key forensic evidence collected for Sexual Assault by Chitradurga Officer 11.,Chitradurga Officer 11,2026-06-18,Verified & Cataloged,EV-2026-101,Chitradurga Town PS Crime Scene,Central Station Locker,OFF126,FSL Chitradurga,FSL-REPORT-101,Intact Chain of Custody,evidence_101.jpg,Indexed via AI OCR
EVD00102,KSP/DIS009/2026/00102,Video Footage,Key forensic evidence collected for POCSO by Davanagere Officer 12.,Davanagere Officer 12,2026-07-19,Verified & Cataloged,EV-2026-102,Davanagere Central PS Crime Scene,Central Station Locker,OFF142,FSL Davanagere,FSL-REPORT-102,Intact Chain of Custody,evidence_102.jpg,Indexed via AI OCR
EVD00103,KSP/DIS010/2026/00103,Digital Document,Key forensic evidence collected for Domestic Violence by Mysuru Officer 13.,Mysuru Officer 13,2026-08-20,Verified & Cataloged,EV-2026-103,Mysuru Cyber Crime PS Crime Scene,Central Station Locker,OFF158,FSL Mysuru,FSL-REPORT-103,Intact Chain of Custody,evidence_103.jpg,Indexed via AI OCR
EVD00104,KSP/DIS011/2026/00104,Physical Weapon,Key forensic evidence collected for Illegal Weapons by Mandya Officer 14.,Mandya Officer 14,2026-09-21,Verified & Cataloged,EV-2026-104,Mandya Traffic PS Crime Scene,Central Station Locker,OFF174,FSL Mandya,FSL-REPORT-104,Intact Chain of Custody,evidence_104.jpg,Indexed via AI OCR
EVD00105,KSP/DIS012/2026/00105,Video Footage,Key forensic evidence collected for Drug Trafficking by Hassan Officer 15.,Hassan Officer 15,2026-10-22,Verified & Cataloged,EV-2026-105,Hassan Town PS Crime Scene,Central Station Locker,OFF190,FSL Hassan,FSL-REPORT-105,Intact Chain of Custody,evidence_105.jpg,Indexed via AI OCR
EVD00106,KSP/DIS013/2026/00106,Digital Document,Key forensic evidence collected for Human Trafficking by Chamarajanagara Officer 1.,Chamarajanagara Officer 1,2026-11-23,Verified & Cataloged,EV-2026-106,Chamarajanagara Central PS Crime Scene,Central Station Locker,OFF191,FSL Chamarajanagara,FSL-REPORT-106,Intact Chain of Custody,evidence_106.jpg,Indexed via AI OCR
EVD00107,KSP/DIS014/2026/00107,Physical Weapon,Key forensic evidence collected for Gambling by Kodagu Officer 2.,Kodagu Officer 2,2026-12-24,Verified & Cataloged,EV-2026-107,Kodagu Cyber Crime PS Crime Scene,Central Station Locker,OFF207,FSL Kodagu,FSL-REPORT-107,Intact Chain of Custody,evidence_107.jpg,Indexed via AI OCR
EVD00108,KSP/DIS015/2026/00108,Video Footage,Key forensic evidence collected for Wildlife Crime by Dakshina Kannada (Mangaluru) Officer 3.,Dakshina Kannada (Mangaluru) Officer 3,2026-01-25,Verified & Cataloged,EV-2026-108,Dakshina Kannada (Mangaluru) Traffic PS Crime Scene,Central Station Locker,OFF223,FSL Dakshina Kannada (Mangaluru),FSL-REPORT-108,Intact Chain of Custody,evidence_108.jpg,Indexed via AI OCR
EVD00109,KSP/DIS016/2026/00109,Digital Document,Key forensic evidence collected for Forest Crime by Udupi Officer 4.,Udupi Officer 4,2026-02-26,Verified & Cataloged,EV-2026-109,Udupi Town PS Crime Scene,Central Station Locker,OFF239,FSL Udupi,FSL-REPORT-109,Intact Chain of Custody,evidence_109.jpg,Indexed via AI OCR
EVD00110,KSP/DIS017/2026/00110,Physical Weapon,Key forensic evidence collected for Terror Related Activity by Uttara Kannada (Karwar) Officer 5.,Uttara Kannada (Karwar) Officer 5,2026-03-27,Verified & Cataloged,EV-2026-110,Uttara Kannada (Karwar) Central PS Crime Scene,Central Station Locker,OFF255,FSL Uttara Kannada (Karwar),FSL-REPORT-110,Intact Chain of Custody,evidence_110.jpg,Indexed via AI OCR
EVD00111,KSP/DIS018/2026/00111,Video Footage,Key forensic evidence collected for Corruption by Belagavi Officer 6.,Belagavi Officer 6,2026-04-28,Verified & Cataloged,EV-2026-111,Belagavi Cyber Crime PS Crime Scene,Central Station Locker,OFF271,FSL Belagavi,FSL-REPORT-111,Intact Chain of Custody,evidence_111.jpg,Indexed via AI OCR
EVD00112,KSP/DIS019/2026/00112,Digital Document,Key forensic evidence collected for Economic Offence by Dharwad Officer 7.,Dharwad Officer 7,2026-05-01,Verified & Cataloged,EV-2026-112,Dharwad Traffic PS Crime Scene,Central Station Locker,OFF287,FSL Dharwad,FSL-REPORT-112,Intact Chain of Custody,evidence_112.jpg,Indexed via AI OCR
EVD00113,KSP/DIS020/2026/00113,Physical Weapon,Key forensic evidence collected for White Collar Crime by Hubballi City Officer 8.,Hubballi City Officer 8,2026-06-02,Verified & Cataloged,EV-2026-113,Hubballi City Town PS Crime Scene,Central Station Locker,OFF303,FSL Hubballi City,FSL-REPORT-113,Intact Chain of Custody,evidence_113.jpg,Indexed via AI OCR
EVD00114,KSP/DIS021/2026/00114,Video Footage,Key forensic evidence collected for Smuggling by Gadag Officer 9.,Gadag Officer 9,2026-07-03,Verified & Cataloged,EV-2026-114,Gadag Central PS Crime Scene,Central Station Locker,OFF319,FSL Gadag,FSL-REPORT-114,Intact Chain of Custody,evidence_114.jpg,Indexed via AI OCR
EVD00115,KSP/DIS022/2026/00115,Digital Document,Key forensic evidence collected for Extortion by Haveri Officer 10.,Haveri Officer 10,2026-08-04,Verified & Cataloged,EV-2026-115,Haveri Cyber Crime PS Crime Scene,Central Station Locker,OFF335,FSL Haveri,FSL-REPORT-115,Intact Chain of Custody,evidence_115.jpg,Indexed via AI OCR
EVD00116,KSP/DIS023/2026/00116,Physical Weapon,Key forensic evidence collected for Blackmail by Vijayapura Officer 11.,Vijayapura Officer 11,2026-09-05,Verified & Cataloged,EV-2026-116,Vijayapura Traffic PS Crime Scene,Central Station Locker,OFF351,FSL Vijayapura,FSL-REPORT-116,Intact Chain of Custody,evidence_116.jpg,Indexed via AI OCR
EVD00117,KSP/DIS024/2026/00117,Video Footage,Key forensic evidence collected for Counterfeit Currency by Bagalkote Officer 12.,Bagalkote Officer 12,2026-10-06,Verified & Cataloged,EV-2026-117,Bagalkote Town PS Crime Scene,Central Station Locker,OFF367,FSL Bagalkote,FSL-REPORT-117,Intact Chain of Custody,evidence_117.jpg,Indexed via AI OCR
EVD00118,KSP/DIS025/2026/00118,Digital Document,Key forensic evidence collected for Fake Documents by Kalaburagi Officer 13.,Kalaburagi Officer 13,2026-11-07,Verified & Cataloged,EV-2026-118,Kalaburagi Central PS Crime Scene,Central Station Locker,OFF383,FSL Kalaburagi,FSL-REPORT-118,Intact Chain of Custody,evidence_118.jpg,Indexed via AI OCR
EVD00119,KSP/DIS026/2026/00119,Physical Weapon,Key forensic evidence collected for Hit and Run by Bidar Officer 14.,Bidar Officer 14,2026-12-08,Verified & Cataloged,EV-2026-119,Bidar Cyber Crime PS Crime Scene,Central Station Locker,OFF399,FSL Bidar,FSL-REPORT-119,Intact Chain of Custody,evidence_119.jpg,Indexed via AI OCR
EVD00120,KSP/DIS027/2026/00120,Video Footage,Key forensic evidence collected for Road Accident by Raichur Officer 15.,Raichur Officer 15,2026-01-09,Verified & Cataloged,EV-2026-120,Raichur Traffic PS Crime Scene,Central Station Locker,OFF415,FSL Raichur,FSL-REPORT-120,Intact Chain of Custody,evidence_120.jpg,Indexed via AI OCR
EVD00121,KSP/DIS028/2026/00121,Digital Document,Key forensic evidence collected for Fire Incident by Koppal Officer 1.,Koppal Officer 1,2026-02-10,Verified & Cataloged,EV-2026-121,Koppal Town PS Crime Scene,Central Station Locker,OFF416,FSL Koppal,FSL-REPORT-121,Intact Chain of Custody,evidence_121.jpg,Indexed via AI OCR
EVD00122,KSP/DIS029/2026/00122,Physical Weapon,Key forensic evidence collected for Unknown Dead Body by Yadgir Officer 2.,Yadgir Officer 2,2026-03-11,Verified & Cataloged,EV-2026-122,Yadgir Central PS Crime Scene,Central Station Locker,OFF432,FSL Yadgir,FSL-REPORT-122,Intact Chain of Custody,evidence_122.jpg,Indexed via AI OCR
EVD00123,KSP/DIS030/2026/00123,Video Footage,Key forensic evidence collected for Suicide Investigation by Ballari Officer 3.,Ballari Officer 3,2026-04-12,Verified & Cataloged,EV-2026-123,Ballari Cyber Crime PS Crime Scene,Central Station Locker,OFF448,FSL Ballari,FSL-REPORT-123,Intact Chain of Custody,evidence_123.jpg,Indexed via AI OCR
EVD00124,KSP/DIS031/2026/00124,Digital Document,Key forensic evidence collected for Property Disputes by Vijayanagara (Hospete) Officer 4.,Vijayanagara (Hospete) Officer 4,2026-05-13,Verified & Cataloged,EV-2026-124,Vijayanagara (Hospete) Traffic PS Crime Scene,Central Station Locker,OFF464,FSL Vijayanagara (Hospete),FSL-REPORT-124,Intact Chain of Custody,evidence_124.jpg,Indexed via AI OCR
EVD00125,KSP/DIS001/2026/00125,Physical Weapon,Key forensic evidence collected for Public Disturbance by Bengaluru Urban Officer 14.,Bengaluru Urban Officer 14,2026-06-14,Verified & Cataloged,EV-2026-125,Electronic City Police Station Crime Scene,Central Station Locker,OFF024,FSL Bengaluru Urban,FSL-REPORT-125,Intact Chain of Custody,evidence_125.jpg,Indexed via AI OCR
EVD00126,KSP/DIS002/2026/00126,Video Footage,Key forensic evidence collected for Synthetic Drugs (MDMA) by Bengaluru Rural Officer 6.,Bengaluru Rural Officer 6,2026-07-15,Verified & Cataloged,EV-2026-126,Bengaluru Rural Central PS Crime Scene,Central Station Locker,OFF031,FSL Bengaluru Rural,FSL-REPORT-126,Intact Chain of Custody,evidence_126.jpg,Indexed via AI OCR
EVD00127,KSP/DIS003/2026/00127,Digital Document,Key forensic evidence collected for Murder by Ramanagara Officer 7.,Ramanagara Officer 7,2026-08-16,Verified & Cataloged,EV-2026-127,Ramanagara Cyber Crime PS Crime Scene,Central Station Locker,OFF047,FSL Ramanagara,FSL-REPORT-127,Intact Chain of Custody,evidence_127.jpg,Indexed via AI OCR
EVD00128,KSP/DIS004/2026/00128,Physical Weapon,Key forensic evidence collected for Attempt to Murder by Chikkaballapura Officer 8.,Chikkaballapura Officer 8,2026-09-17,Verified & Cataloged,EV-2026-128,Chikkaballapura Traffic PS Crime Scene,Central Station Locker,OFF063,FSL Chikkaballapura,FSL-REPORT-128,Intact Chain of Custody,evidence_128.jpg,Indexed via AI OCR
EVD00129,KSP/DIS005/2026/00129,Video Footage,Key forensic evidence collected for Assault & Grievous Hurt by Kolar Officer 9.,Kolar Officer 9,2026-10-18,Verified & Cataloged,EV-2026-129,Kolar Town PS Crime Scene,Central Station Locker,OFF079,FSL Kolar,FSL-REPORT-129,Intact Chain of Custody,evidence_129.jpg,Indexed via AI OCR
EVD00130,KSP/DIS006/2026/00130,Digital Document,Key forensic evidence collected for Kidnapping by Tumakuru Officer 10.,Tumakuru Officer 10,2026-11-19,Verified & Cataloged,EV-2026-130,Tumakuru Central PS Crime Scene,Central Station Locker,OFF095,FSL Tumakuru,FSL-REPORT-130,Intact Chain of Custody,evidence_130.jpg,Indexed via AI OCR
EVD00131,KSP/DIS007/2026/00131,Physical Weapon,Key forensic evidence collected for Missing Person by Shivamogga Officer 11.,Shivamogga Officer 11,2026-12-20,Verified & Cataloged,EV-2026-131,Shivamogga Cyber Crime PS Crime Scene,Central Station Locker,OFF111,FSL Shivamogga,FSL-REPORT-131,Intact Chain of Custody,evidence_131.jpg,Indexed via AI OCR
EVD00132,KSP/DIS008/2026/00132,Video Footage,Key forensic evidence collected for Theft by Chitradurga Officer 12.,Chitradurga Officer 12,2026-01-21,Verified & Cataloged,EV-2026-132,Chitradurga Traffic PS Crime Scene,Central Station Locker,OFF127,FSL Chitradurga,FSL-REPORT-132,Intact Chain of Custody,evidence_132.jpg,Indexed via AI OCR
