AIAnalysisID,CaseID,CrimePattern,SuspectPrediction,RiskScore,MOType,HotspotLocation,AnalysisDate,Recommendation
AI00114,KSP/DIS021/2026/00114,Organized Crime & Extortion Pattern Cluster #15,No prior criminal record detected,59,Smuggling,Gadag Sector 3,2026-07-03,Deploy Hoysala patrol unit to Gadag Central PS and monitor CCTV feeds.
AI00115,KSP/DIS022/2026/00115,Organized Crime & Extortion Pattern Cluster #16,No prior criminal record detected,60,Extortion,Haveri Sector 4,2026-08-04,Deploy Hoysala patrol unit to Haveri Cyber Crime PS and monitor CCTV feeds.
AI00116,KSP/DIS023/2026/00116,Organized Crime & Extortion Pattern Cluster #17,High match with repeat offender Santosh Kulkarni,61,Blackmail,Vijayapura Sector 5,2026-09-05,Deploy Hoysala patrol unit to Vijayapura Traffic PS and monitor CCTV feeds.
AI00117,KSP/DIS024/2026/00117,Economic & White Collar Offence Pattern Cluster #18,No prior criminal record detected,62,Counterfeit Currency,Bagalkote Sector 6,2026-10-06,Deploy Hoysala patrol unit to Bagalkote Town PS and monitor CCTV feeds.
AI00118,KSP/DIS025/2026/00118,Economic & White Collar Offence Pattern Cluster #19,No prior criminal record detected,63,Fake Documents,Kalaburagi Sector 7,2026-11-07,Deploy Hoysala patrol unit to Kalaburagi Central PS and monitor CCTV feeds.
AI00119,KSP/DIS026/2026/00119,Traffic & Road Incident Pattern Cluster #20,No prior criminal record detected,64,Hit and Run,Bidar Sector 8,2026-12-08,Deploy Hoysala patrol unit to Bidar Cyber Crime PS and monitor CCTV feeds.
AI00120,KSP/DIS027/2026/00120,Traffic & Road Incident Pattern Cluster #1,High match with repeat offender Manjunath Deshmukh,65,Road Accident,Raichur Sector 1,2026-01-09,Deploy Hoysala patrol unit to Raichur Traffic PS and monitor CCTV feeds.
AI00121,KSP/DIS028/2026/00121,Public Disturbance & Miscellaneous Pattern Cluster #2,No prior criminal record detected,66,Fire Incident,Koppal Sector 2,2026-02-10,Deploy Hoysala patrol unit to Koppal Town PS and monitor CCTV feeds.
AI00122,KSP/DIS029/2026/00122,Public Disturbance & Miscellaneous Pattern Cluster #3,No prior criminal record detected,67,Unknown Dead Body,Yadgir Sector 3,2026-03-11,Deploy Hoysala patrol unit to Yadgir Central PS and monitor CCTV feeds.
AI00123,KSP/DIS030/2026/00123,Public Disturbance & Miscellaneous Pattern Cluster #4,No prior criminal record detected,68,Suicide Investigation,Ballari Sector 4,2026-04-12,Deploy Hoysala patrol unit to Ballari Cyber Crime PS and monitor CCTV feeds.
AI00124,KSP/DIS031/2026/00124,Public Disturbance & Miscellaneous Pattern Cluster #5,High match with repeat offender Praveen Gowda,69,Property Disputes,Vijayanagara (Hospete) Sector 5,2026-05-13,Deploy Hoysala patrol unit to Vijayanagara (Hospete) Traffic PS and monitor CCTV feeds.
AI00125,KSP/DIS001/2026/00125,Public Disturbance & Miscellaneous Pattern Cluster #6,No prior criminal record detected,70,Public Disturbance,Bengaluru Urban Sector 6,2026-06-14,Deploy Hoysala patrol unit to Electronic City Police Station and monitor CCTV feeds.
AI00126,KSP/DIS002/2026/00126,Narcotics & Contraband Pattern Cluster #7,No prior criminal record detected,71,Synthetic Drugs (MDMA),Bengaluru Rural Sector 7,2026-07-15,Deploy Hoysala patrol unit to Bengaluru Rural Central PS and monitor CCTV feeds.
AI00127,KSP/DIS003/2026/00127,Violent Crime Pattern Cluster #8,No prior criminal record detected,72,Murder,Ramanagara Sector 8,2026-08-16,Deploy Hoysala patrol unit to Ramanagara Cyber Crime PS and monitor CCTV feeds.
AI00128,KSP/DIS004/2026/00128,Violent Crime Pattern Cluster #9,High match with repeat offender Vikas Sharma,73,Attempt to Murder,Chikkaballapura Sector 1,2026-09-17,Deploy Hoysala patrol unit to Chikkaballapura Traffic PS and monitor CCTV feeds.
AI00129,KSP/DIS005/2026/00129,Violent Crime Pattern Cluster #10,No prior criminal record detected,74,Assault & Grievous Hurt,Kolar Sector 2,2026-10-18,Deploy Hoysala patrol unit to Kolar Town PS and monitor CCTV feeds.
AI00130,KSP/DIS006/2026/00130,Violent Crime Pattern Cluster #11,No prior criminal record detected,75,Kidnapping,Tumakuru Sector 3,2026-11-19,Deploy Hoysala patrol unit to Tumakuru Central PS and monitor CCTV feeds.
AI00131,KSP/DIS007/2026/00131,Violent Crime Pattern Cluster #12,No prior criminal record detected,76,Missing Person,Shivamogga Sector 4,2026-12-20,Deploy Hoysala patrol unit to Shivamogga Cyber Crime PS and monitor CCTV feeds.
AI00132,KSP/DIS008/2026/00132,Property Crime Pattern Cluster #13,High match with repeat offender Rohan Khan,77,Theft,Chitradurga Sector 5,2026-01-21,Deploy Hoysala patrol unit to Chitradurga Traffic PS and monitor CCTV feeds.
AI00133,KSP/DIS009/2026/00133,Vehicle Theft Pattern Cluster #14,No prior criminal record detected,78,Vehicle Theft,Davanagere Sector 6,2026-02-22,Deploy Hoysala patrol unit to Davanagere Town PS and monitor CCTV feeds.
AI00134,KSP/DIS010/2026/00134,Property Crime Pattern Cluster #15,No prior criminal record detected,79,Burglary,Mysuru Sector 7,2026-03-23,Deploy Hoysala patrol unit to Mysuru Central PS and monitor CCTV feeds.
AI00135,KSP/DIS011/2026/00135,Property Crime Pattern Cluster #16,No prior criminal record detected,80,Robbery,Mandya Sector 8,2026-04-24,Deploy Hoysala patrol unit to Mandya Cyber Crime PS and monitor CCTV feeds.
AI00136,KSP/DIS012/2026/00136,Property Crime Pattern Cluster #17,High match with repeat offender Santosh Shetty,81,Chain Snatching,Hassan Sector 1,2026-05-25,Deploy Hoysala patrol unit to Hassan Traffic PS and monitor CCTV feeds.
AI00137,KSP/DIS013/2026/00137,Cyber Crime & Online Fraud Pattern Cluster #18,No prior criminal record detected,82,Cyber Crime,Chamarajanagara Sector 2,2026-06-26,Deploy Hoysala patrol unit to Chamarajanagara Town PS and monitor CCTV feeds.
AI00138,KSP/DIS014/2026/00138,Cyber Crime & Online Fraud Pattern Cluster #19,No prior criminal record detected,83,UPI Fraud,Kodagu Sector 3,2026-07-27,Deploy Hoysala patrol unit to Kodagu Central PS and monitor CCTV feeds.
AI00139,KSP/DIS015/2026/00139,Cyber Crime & Online Fraud Pattern Cluster #20,No prior criminal record detected,84,Online Banking Fraud,Dakshina Kannada (Mangaluru) Sector 4,2026-08-28,Deploy Hoysala patrol unit to Dakshina Kannada (Mangaluru) Cyber Crime PS and monitor CCTV feeds.
AI00140,KSP/DIS016/2026/00140,Cyber Crime & Online Fraud Pattern Cluster #1,High match with repeat offender Manjunath Naik,85,Identity Theft,Udupi Sector 5,2026-09-01,Deploy Hoysala patrol unit to Udupi Traffic PS and monitor CCTV feeds.
AI00141,KSP/DIS017/2026/00141,Cyber Crime & Online Fraud Pattern Cluster #2,No prior criminal record detected,86,ATM Fraud,Uttara Kannada (Karwar) Sector 6,2026-10-02,Deploy Hoysala patrol unit to Uttara Kannada (Karwar) Town PS and monitor CCTV feeds.
AI00142,KSP/DIS018/2026/00142,Crime Against Women & Children Pattern Cluster #3,No prior criminal record detected,87,Rape,Belagavi Sector 7,2026-11-03,Deploy Hoysala patrol unit to Belagavi Central PS and monitor CCTV feeds.
AI00143,KSP/DIS019/2026/00143,Crime Against Women & Children Pattern Cluster #4,No prior criminal record detected,88,Sexual Assault,Dharwad Sector 8,2026-12-04,Deploy Hoysala patrol unit to Dharwad Cyber Crime PS and monitor CCTV feeds.
AI00144,KSP/DIS020/2026/00144,Crime Against Women & Children Pattern Cluster #5,High match with repeat offender Praveen Kumar,89,POCSO,Hubballi City Sector 1,2026-01-05,Deploy Hoysala patrol unit to Hubballi City Traffic PS and monitor CCTV feeds.
AI00145,KSP/DIS021/2026/00145,Crime Against Women & Children Pattern Cluster #6,No prior criminal record detected,90,Domestic Violence,Gadag Sector 2,2026-02-06,Deploy Hoysala patrol unit to Gadag Town PS and monitor CCTV feeds.
AI00146,KSP/DIS022/2026/00146,Organized Crime & Extortion Pattern Cluster #7,No prior criminal record detected,91,Illegal Weapons,Haveri Sector 3,2026-03-07,Deploy Hoysala patrol unit to Haveri Central PS and monitor CCTV feeds.
AI00147,KSP/DIS023/2026/00147,Narcotics & Contraband Pattern Cluster #8,No prior criminal record detected,92,Drug Trafficking,Vijayapura Sector 4,2026-04-08,Deploy Hoysala patrol unit to Vijayapura Cyber Crime PS and monitor CCTV feeds.
AI00148,KSP/DIS024/2026/00148,Organized Crime & Extortion Pattern Cluster #9,High match with repeat offender Vikas Verma,93,Human Trafficking,Bagalkote Sector 5,2026-05-09,Deploy Hoysala patrol unit to Bagalkote Traffic PS and monitor CCTV feeds.
AI00149,KSP/DIS025/2026/00149,Public Disturbance & Miscellaneous Pattern Cluster #10,No prior criminal record detected,94,Gambling,Kalaburagi Sector 6,2026-06-10,Deploy Hoysala patrol unit to Kalaburagi Town PS and monitor CCTV feeds.
AI00150,KSP/DIS026/2026/00150,Environmental & Forest Crime Pattern Cluster #11,No prior criminal record detected,45,Wildlife Crime,Bidar Sector 7,2026-07-11,Deploy Hoysala patrol unit to Bidar Central PS and monitor CCTV feeds.
AI00151,KSP/DIS027/2026/00151,Environmental & Forest Crime Pattern Cluster #12,No prior criminal record detected,46,Forest Crime,Raichur Sector 8,2026-08-12,Deploy Hoysala patrol unit to Raichur Cyber Crime PS and monitor CCTV feeds.
AI00152,KSP/DIS028/2026/00152,Terror & National Security Pattern Cluster #13,High match with repeat offender Rohan Kulkarni,47,Terror Related Activity,Koppal Sector 1,2026-09-13,Deploy Hoysala patrol unit to Koppal Traffic PS and monitor CCTV feeds.
AI00153,KSP/DIS029/2026/00153,Economic & White Collar Offence Pattern Cluster #14,No prior criminal record detected,48,Corruption,Yadgir Sector 2,2026-10-14,Deploy Hoysala patrol unit to Yadgir Town PS and monitor CCTV feeds.
AI00154,KSP/DIS030/2026/00154,Economic & White Collar Offence Pattern Cluster #15,No prior criminal record detected,49,Economic Offence,Ballari Sector 3,2026-11-15,Deploy Hoysala patrol unit to Ballari Central PS and monitor CCTV feeds.
AI00155,KSP/DIS031/2026/00155,Economic & White Collar Offence Pattern Cluster #16,No prior criminal record detected,50,White Collar Crime,Vijayanagara (Hospete) Sector 4,2026-12-16,Deploy Hoysala patrol unit to Vijayanagara (Hospete) Cyber Crime PS and monitor CCTV feeds.
AI00156,KSP/DIS001/2026/00156,Organized Crime & Extortion Pattern Cluster #17,High match with repeat offender Santosh Deshmukh,51,Smuggling,Bengaluru Urban Sector 5,2026-01-17,Deploy Hoysala patrol unit to Bengaluru Urban Cyber Crime PS and monitor CCTV feeds.
AI00157,KSP/DIS002/2026/00157,Organized Crime & Extortion Pattern Cluster #18,No prior criminal record detected,52,Extortion,Bengaluru Rural Sector 6,2026-02-18,Deploy Hoysala patrol unit to Bengaluru Rural Town PS and monitor CCTV feeds.
AI00158,KSP/DIS003/2026/00158,Organized Crime & Extortion Pattern Cluster #19,No prior criminal record detected,53,Blackmail,Ramanagara Sector 7,2026-03-19,Deploy Hoysala patrol unit to Ramanagara Central PS and monitor CCTV feeds.
AI00159,KSP/DIS004/2026/00159,Economic & White Collar Offence Pattern Cluster #20,No prior criminal record detected,54,Counterfeit Currency,Chikkaballapura Sector 8,2026-04-20,Deploy Hoysala patrol unit to Chikkaballapura Cyber Crime PS and monitor CCTV feeds.
AI00160,KSP/DIS005/2026/00160,Economic & White Collar Offence Pattern Cluster #1,High match with repeat offender Manjunath Gowda,55,Fake Documents,Kolar Sector 1,2026-05-21,Deploy Hoysala patrol unit to Kolar Traffic PS and monitor CCTV feeds.
AI00161,KSP/DIS006/2026/00161,Traffic & Road Incident Pattern Cluster #2,No prior criminal record detected,56,Hit and Run,Tumakuru Sector 2,2026-06-22,Deploy Hoysala patrol unit to Tumakuru Town PS and monitor CCTV feeds.
AI00162,KSP/DIS007/2026/00162,Traffic & Road Incident Pattern Cluster #3,No prior criminal record detected,57,Road Accident,Shivamogga Sector 3,2026-07-23,Deploy Hoysala patrol unit to Shivamogga Central PS and monitor CCTV feeds.
AI00163,KSP/DIS008/2026/00163,Public Disturbance & Miscellaneous Pattern Cluster #4,No prior criminal record detected,58,Fire Incident,Chitradurga Sector 4,2026-08-24,Deploy Hoysala patrol unit to Chitradurga Cyber Crime PS and monitor CCTV feeds.
AI00164,KSP/DIS009/2026/00164,Public Disturbance & Miscellaneous Pattern Cluster #5,High match with repeat offender Praveen Sharma,59,Unknown Dead Body,Davanagere Sector 5,2026-09-25,Deploy Hoysala patrol unit to Davanagere Traffic PS and monitor CCTV feeds.
AI00165,KSP/DIS010/2026/00165,Public Disturbance & Miscellaneous Pattern Cluster #6,No prior criminal record detected,60,Suicide Investigation,Mysuru Sector 6,2026-10-26,Deploy Hoysala patrol unit to Mysuru Town PS and monitor CCTV feeds.
AI00166,KSP/DIS011/2026/00166,Public Disturbance & Miscellaneous Pattern Cluster #7,No prior criminal record detected,61,Property Disputes,Mandya Sector 7,2026-11-27,Deploy Hoysala patrol unit to Mandya Central PS and monitor CCTV feeds.
AI00167,KSP/DIS012/2026/00167,Public Disturbance & Miscellaneous Pattern Cluster #8,No prior criminal record detected,62,Public Disturbance,Hassan Sector 8,2026-12-28,Deploy Hoysala patrol unit to Hassan Cyber Crime PS and monitor CCTV feeds.
AI00168,KSP/DIS013/2026/00168,Narcotics & Contraband Pattern Cluster #9,High match with repeat offender Vikas Khan,63,Synthetic Drugs (MDMA),Chamarajanagara Sector 1,2026-01-01,Deploy Hoysala patrol unit to Chamarajanagara Traffic PS and monitor CCTV feeds.
AI00169,KSP/DIS014/2026/00169,Violent Crime Pattern Cluster #10,No prior criminal record detected,64,Murder,Kodagu Sector 2,2026-02-02,Deploy Hoysala patrol unit to Kodagu Town PS and monitor CCTV feeds.
AI00170,KSP/DIS015/2026/00170,Violent Crime Pattern Cluster #11,No prior criminal record detected,65,Attempt to Murder,Dakshina Kannada (Mangaluru) Sector 3,2026-03-03,Deploy Hoysala patrol unit to Dakshina Kannada (Mangaluru) Central PS and monitor CCTV feeds.
AI00171,KSP/DIS016/2026/00171,Violent Crime Pattern Cluster #12,No prior criminal record detected,66,Assault & Grievous Hurt,Udupi Sector 4,2026-04-04,Deploy Hoysala patrol unit to Udupi Cyber Crime PS and monitor CCTV feeds.
AI00172,KSP/DIS017/2026/00172,Violent Crime Pattern Cluster #13,High match with repeat offender Rohan Shetty,67,Kidnapping,Uttara Kannada (Karwar) Sector 5,2026-05-05,Deploy Hoysala patrol unit to Uttara Kannada (Karwar) Traffic PS and monitor CCTV feeds.
AI00173,KSP/DIS018/2026/00173,Violent Crime Pattern Cluster #14,No prior criminal record detected,68,Missing Person,Belagavi Sector 6,2026-06-06,Deploy Hoysala patrol unit to Belagavi Town PS and monitor CCTV feeds.
AI00174,KSP/DIS019/2026/00174,Property Crime Pattern Cluster #15,No prior criminal record detected,69,Theft,Dharwad Sector 7,2026-07-07,Deploy Hoysala patrol unit to Dharwad Central PS and monitor CCTV feeds.
AI00175,KSP/DIS020/2026/00175,Vehicle Theft Pattern Cluster #16,No prior criminal record detected,70,Vehicle Theft,Hubballi City Sector 8,2026-08-08,Deploy Hoysala patrol unit to Hubballi City Cyber Crime PS and monitor CCTV feeds.
AI00176,KSP/DIS021/2026/00176,Property Crime Pattern Cluster #17,High match with repeat offender Santosh Naik,71,Burglary,Gadag Sector 1,2026-09-09,Deploy Hoysala patrol unit to Gadag Traffic PS and monitor CCTV feeds.
AI00177,KSP/DIS022/2026/00177,Property Crime Pattern Cluster #18,No prior criminal record detected,72,Robbery,Haveri Sector 2,2026-10-10,Deploy Hoysala patrol unit to Haveri Town PS and monitor CCTV feeds.
AI00178,KSP/DIS023/2026/00178,Property Crime Pattern Cluster #19,No prior criminal record detected,73,Chain Snatching,Vijayapura Sector 3,2026-11-11,Deploy Hoysala patrol unit to Vijayapura Central PS and monitor CCTV feeds.
AI00179,KSP/DIS024/2026/00179,Cyber Crime & Online Fraud Pattern Cluster #20,No prior criminal record detected,74,Cyber Crime,Bagalkote Sector 4,2026-12-12,Deploy Hoysala patrol unit to Bagalkote Cyber Crime PS and monitor CCTV feeds.
AI00180,KSP/DIS025/2026/00180,Cyber Crime & Online Fraud Pattern Cluster #1,High match with repeat offender Manjunath Kumar,75,UPI Fraud,Kalaburagi Sector 5,2026-01-13,Deploy Hoysala patrol unit to Kalaburagi Traffic PS and monitor CCTV feeds.
AI00181,KSP/DIS026/2026/00181,Cyber Crime & Online Fraud Pattern Cluster #2,No prior criminal record detected,76,Online Banking Fraud,Bidar Sector 6,2026-02-14,Deploy Hoysala patrol unit to Bidar Town PS and monitor CCTV feeds.
AI00182,KSP/DIS027/2026/00182,Cyber Crime & Online Fraud Pattern Cluster #3,No prior criminal record detected,77,Identity Theft,Raichur Sector 7,2026-03-15,Deploy Hoysala patrol unit to Raichur Central PS and monitor CCTV feeds.
AI00183,KSP/DIS028/2026/00183,Cyber Crime & Online Fraud Pattern Cluster #4,No prior criminal record detected,78,ATM Fraud,Koppal Sector 8,2026-04-16,Deploy Hoysala patrol unit to Koppal Cyber Crime PS and monitor CCTV feeds.
AI00184,KSP/DIS029/2026/00184,Crime Against Women & Children Pattern Cluster #5,High match with repeat offender Praveen Verma,79,Rape,Yadgir Sector 1,2026-05-17,Deploy Hoysala patrol unit to Yadgir Traffic PS and monitor CCTV feeds.
AI00185,KSP/DIS030/2026/00185,Crime Against Women & Children Pattern Cluster #6,No prior criminal record detected,80,Sexual Assault,Ballari Sector 2,2026-06-18,Deploy Hoysala patrol unit to Ballari Town PS and monitor CCTV feeds.
AI00186,KSP/DIS031/2026/00186,Crime Against Women & Children Pattern Cluster #7,No prior criminal record detected,81,POCSO,Vijayanagara (Hospete) Sector 3,2026-07-19,Deploy Hoysala patrol unit to Vijayanagara (Hospete) Central PS and monitor CCTV feeds.
AI00187,KSP/DIS001/2026/00187,Crime Against Women & Children Pattern Cluster #8,No prior criminal record detected,82,Domestic Violence,Bengaluru Urban Sector 4,2026-08-20,Deploy Hoysala patrol unit to Indiranagar Police Station and monitor CCTV feeds.
AI00188,KSP/DIS002/2026/00188,Organized Crime & Extortion Pattern Cluster #9,High match with repeat offender Vikas Kulkarni,83,Illegal Weapons,Bengaluru Rural Sector 5,2026-09-21,Deploy Hoysala patrol unit to Bengaluru Rural Traffic PS and monitor CCTV feeds.
AI00189,KSP/DIS003/2026/00189,Narcotics & Contraband Pattern Cluster #10,No prior criminal record detected,84,Drug Trafficking,Ramanagara Sector 6,2026-10-22,Deploy Hoysala patrol unit to Ramanagara Town PS and monitor CCTV feeds.
AI00190,KSP/DIS004/2026/00190,Organized Crime & Extortion Pattern Cluster #11,No prior criminal record detected,85,Human Trafficking,Chikkaballapura Sector 7,2026-11-23,Deploy Hoysala patrol unit to Chikkaballapura Central PS and monitor CCTV feeds.
